Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target_Dropout,Target_Enrolled,Target_Graduate
19,0,6,8,5,12.2,0,0,6,8,5,11.8,0,10.8,1.4,1.74,False,True,False
18,0,7,9,6,11.5,0,0,7,8,7,12.714285714285714,0,13.9,-0.3,0.79,False,True,False
21,0,7,8,7,12.375,0,0,7,11,5,12.583333333333334,0,8.9,1.4,3.51,False,False,True
18,0,6,6,6,13.166666666666666,0,0,6,6,6,12.5,0,15.5,2.8,-4.06,False,True,False
44,2,7,14,4,12.0,2,0,6,16,0,0.0,1,15.5,2.8,-4.06,True,False,False
19,0,6,6,6,14.333333333333334,0,0,6,6,6,13.5,0,9.4,-0.8,-3.12,False,False,True
18,0,6,6,6,16.5,0,0,6,7,6,17.428571428571427,0,11.1,0.6,2.02,True,False,False
18,0,5,7,4,14.0,0,0,5,5,5,14.2,0,7.6,2.6,0.32,False,False,True
19,0,8,8,7,14.935714285714283,0,0,8,8,7,14.935714285714283,0,10.8,1.4,1.74,False,False,True
20,0,6,6,6,12.5,0,0,6,6,6,12.666666666666666,0,7.6,2.6,0.32,False,False,True
21,0,6,10,6,11.875,0,0,6,8,5,12.0,0,11.1,0.6,2.02,False,False,True
32,0,6,18,2,10.333333333333334,0,0,6,7,6,11.5,0,16.2,0.3,-0.92,False,False,True
32,6,11,15,7,11.285714285714286,0,5,7,10,6,12.333333333333334,0,13.9,-0.3,0.79,False,True,False
18,0,6,8,5,13.0,0,0,6,7,6,11.833333333333334,0,10.8,1.4,1.74,False,False,True
21,9,11,14,10,12.4,0,6,10,13,10,11.8,0,13.9,-0.3,0.79,False,False,True
18,0,5,5,3,14.0,0,0,5,7,3,12.666666666666666,0,7.6,2.6,0.32,False,True,False
21,0,6,8,3,13.666666666666666,0,0,6,7,3,10.666666666666666,0,15.5,2.8,-4.06,True,False,False
27,4,6,6,6,13.166666666666666,0,2,5,7,5,15.142857142857142,0,11.1,0.6,2.02,True,False,False
38,10,10,10,10,13.6,0,5,10,10,5,13.6,0,8.9,1.4,3.51,True,False,False
29,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,True,False,False
21,8,12,13,12,14.538461538461538,0,4,12,14,12,14.461538461538462,0,15.5,2.8,-4.06,False,False,True
19,0,7,8,7,11.678571428571429,0,0,8,10,7,13.0375,0,12.4,0.5,1.79,False,False,True
19,0,6,6,6,13.333333333333334,0,0,6,8,5,12.8,0,8.9,1.4,3.51,True,False,False
22,0,5,9,3,12.333333333333334,0,0,6,14,3,12.5,0,11.1,0.6,2.02,True,False,False
18,0,6,8,6,12.666666666666666,0,0,6,6,6,13.5,0,12.7,3.7,-1.7,False,False,True
28,0,7,11,3,11.916666666666666,1,0,7,17,0,0.0,0,16.2,0.3,-0.92,True,False,False
18,0,5,5,0,0.0,0,0,5,6,1,15.0,0,10.8,1.4,1.74,False,True,False
18,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,False,False,True
21,0,5,6,0,0.0,5,0,5,6,4,13.75,1,10.8,1.4,1.74,False,False,True
19,0,5,9,5,12.6,0,0,5,8,2,12.5,0,8.9,1.4,3.51,True,False,False
19,0,6,6,6,13.166666666666666,0,0,6,6,6,12.666666666666666,0,15.5,2.8,-4.06,False,False,True
21,0,5,8,3,11.333333333333334,1,0,5,8,3,13.333333333333334,0,12.7,3.7,-1.7,False,True,False
20,5,10,13,9,12.9,0,4,10,12,10,12.363636363636363,0,8.9,1.4,3.51,False,False,True
18,0,6,7,6,12.285714285714286,0,0,6,6,6,13.5,0,8.9,1.4,3.51,False,False,True
37,0,4,4,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,True,False,False
20,0,7,7,7,14.30714285714286,0,0,8,8,8,15.0125,0,12.4,0.5,1.79,False,False,True
21,3,7,8,7,13.3875,0,2,8,8,8,15.9,0,13.9,-0.3,0.79,False,False,True
19,0,6,11,2,13.5,1,0,5,11,2,11.0,0,8.9,1.4,3.51,False,True,False
18,0,6,6,5,13.0,0,0,6,6,6,13.666666666666666,0,12.7,3.7,-1.7,False,False,True
30,0,5,7,3,11.666666666666666,0,0,5,8,1,11.0,0,7.6,2.6,0.32,True,False,False
21,0,5,7,5,12.0,0,0,5,7,4,12.5,0,7.6,2.6,0.32,False,False,True
31,8,12,12,11,13.818181818181818,0,4,12,16,12,13.461538461538462,0,15.5,2.8,-4.06,False,False,True
20,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,True,False,False
28,0,6,8,5,11.833333333333334,0,0,6,6,6,13.0,0,16.2,0.3,-0.92,False,False,True
18,0,7,7,6,13.966666666666669,0,0,7,7,6,13.966666666666669,0,7.6,2.6,0.32,False,False,True
21,0,7,9,7,13.2,0,0,8,9,7,13.2575,0,15.5,2.8,-4.06,False,False,True
32,0,7,9,7,13.761111111111113,0,1,8,11,7,12.06375,0,15.5,2.8,-4.06,False,True,False
22,0,5,14,4,14.25,3,0,5,9,5,13.2,4,9.4,-0.8,-3.12,True,False,False
26,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,True,False,False
19,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,True,False,False
45,0,6,11,3,12.333333333333334,0,0,6,13,2,11.0,0,7.6,2.6,0.32,True,False,False
18,0,6,6,6,15.0,0,0,6,6,6,15.5,0,8.9,1.4,3.51,False,False,True
54,9,13,14,13,13.307692307692308,0,7,11,12,11,12.818181818181818,0,12.7,3.7,-1.7,False,True,False
24,0,8,8,7,12.742857142857144,0,0,8,8,7,12.742857142857144,0,12.7,3.7,-1.7,False,False,True
19,0,7,8,7,14.4125,0,0,8,8,8,16.05,0,13.9,-0.3,0.79,False,False,True
27,0,6,9,5,13.2,0,0,6,10,5,12.0,0,7.6,2.6,0.32,False,False,True
19,0,7,7,7,13.725714285714286,0,0,8,8,8,14.5,0,11.1,0.6,2.02,False,False,True
32,0,6,14,4,11.5,0,0,6,14,3,11.0,0,16.2,0.3,-0.92,True,False,False
19,2,7,7,7,13.0,0,5,9,9,9,13.22222222222222,0,12.4,0.5,1.79,False,False,True
18,0,8,8,8,13.11,0,0,8,8,8,13.11,0,9.4,-0.8,-3.12,False,False,True
18,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,True,False,False
30,0,7,8,7,14.9125,0,0,8,9,1,13.5,0,13.9,-0.3,0.79,True,False,False
18,0,6,8,5,13.5,0,0,6,6,6,14.5,0,12.4,0.5,1.79,False,False,True
18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,False,False,True
18,0,6,6,6,14.0,0,0,6,6,6,15.0,0,11.1,0.6,2.02,False,False,True
22,1,6,10,3,12.666666666666666,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,True,False,False
35,0,5,14,1,12.0,2,0,5,11,2,10.5,1,9.4,-0.8,-3.12,True,False,False
33,0,5,14,1,10.0,0,0,5,13,2,12.0,0,12.4,0.5,1.79,True,False,False
24,0,6,12,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,True,False,False
25,9,14,16,14,12.428571428571429,0,3,9,13,6,10.857142857142858,0,15.5,2.8,-4.06,True,False,False
31,0,4,12,2,11.0,2,0,5,9,3,11.666666666666666,0,9.4,-0.8,-3.12,True,False,False
18,0,5,6,5,13.333333333333334,0,0,5,7,4,14.8,0,7.6,2.6,0.32,False,False,True
18,0,8,8,8,13.74625,0,0,8,8,8,13.74625,0,9.4,-0.8,-3.12,False,False,True
18,0,5,16,4,10.666666666666666,0,0,5,11,2,12.0,0,13.9,-0.3,0.79,False,True,False
19,0,7,9,5,13.85,0,0,8,9,7,12.19285714285714,0,11.1,0.6,2.02,False,False,True
21,0,6,10,3,12.666666666666666,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,True,False,False
24,0,6,11,5,11.833333333333334,0,0,6,11,4,11.5,0,15.5,2.8,-4.06,True,False,False
19,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,False,False,True
20,0,6,6,6,12.333333333333334,0,0,6,7,6,11.833333333333334,0,13.9,-0.3,0.79,False,False,True
46,0,7,14,3,12.333333333333334,0,0,7,12,3,11.083333333333334,0,11.1,0.6,2.02,True,False,False
21,0,6,6,6,14.5,0,0,6,8,6,14.666666666666666,0,8.9,1.4,3.51,False,False,True
18,0,8,8,7,13.154285714285717,0,0,8,8,7,13.154285714285717,0,10.8,1.4,1.74,False,True,False
24,2,6,11,4,12.5,0,1,6,18,2,11.5,0,12.4,0.5,1.79,False,True,False
20,0,5,9,2,14.333333333333334,0,0,5,10,2,12.5,0,7.6,2.6,0.32,False,True,False
19,0,7,9,6,13.411428571428573,0,0,8,12,7,13.294444444444444,0,15.5,2.8,-4.06,False,True,False
22,0,4,8,0,0.0,0,0,4,8,0,0.0,0,7.6,2.6,0.32,True,False,False
22,0,5,8,4,12.0,0,0,5,8,4,11.4,2,16.2,0.3,-0.92,False,False,True
19,0,5,15,2,10.75,0,0,5,11,2,10.0,0,13.9,-0.3,0.79,True,False,False
19,0,8,9,8,13.78125,1,0,8,9,8,13.78125,1,9.4,-0.8,-3.12,False,False,True
19,0,7,7,7,13.7,0,0,8,9,8,14.022222222222222,0,16.2,0.3,-0.92,False,False,True
24,0,6,6,6,13.666666666666666,0,0,6,6,6,14.166666666666666,0,12.4,0.5,1.79,False,False,True
18,0,6,8,6,15.0,0,0,6,10,5,14.333333333333334,0,11.1,0.6,2.02,False,False,True
49,6,12,17,7,12.0,0,3,12,19,9,11.22222222222222,0,15.5,2.8,-4.06,False,False,True
26,0,6,10,4,10.0,0,0,6,11,3,12.0,0,9.4,-0.8,-3.12,False,True,False
21,7,11,15,10,14.5,0,4,9,15,8,14.0,0,8.9,1.4,3.51,False,False,True
20,0,5,10,4,11.0,0,0,5,7,4,11.5,0,15.5,2.8,-4.06,False,True,False
19,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,False,False,True
19,0,5,8,4,12.8,0,0,5,10,3,14.5,0,10.8,1.4,1.74,False,True,False
32,0,6,8,3,13.0,0,4,10,14,6,11.428571428571429,0,16.2,0.3,-0.92,True,False,False
19,0,5,6,3,13.333333333333334,0,0,5,5,1,11.0,0,7.6,2.6,0.32,True,False,False
18,0,6,6,6,15.5,0,0,6,6,6,14.0,0,11.1,0.6,2.02,False,False,True
18,0,6,6,6,16.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,False,False,True
21,0,6,10,2,12.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,True,False,False
33,0,6,10,5,11.4,0,1,6,7,6,11.166666666666666,0,7.6,2.6,0.32,False,False,True
21,0,6,8,5,11.8,0,0,6,8,4,10.5,0,7.6,2.6,0.32,True,False,False
18,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,True,False,False
23,10,15,24,12,11.0,0,10,14,21,11,11.363636363636363,1,7.6,2.6,0.32,True,False,False
22,0,1,1,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,True,False,False
35,0,7,8,0,0.0,1,0,6,9,0,0.0,0,8.9,1.4,3.51,True,False,False
19,0,6,8,5,14.0,0,0,6,8,6,13.0,0,10.8,1.4,1.74,False,False,True
19,0,6,7,6,14.428571428571429,0,0,6,7,6,14.571428571428571,0,13.9,-0.3,0.79,False,False,True
36,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,True,False,False
18,0,6,7,4,12.6,0,0,6,6,4,13.0,0,12.4,0.5,1.79,True,False,False
48,0,6,13,3,10.0,0,0,6,15,1,10.0,0,7.6,2.6,0.32,True,False,False
45,0,6,13,4,12.5,0,0,6,8,3,11.666666666666666,0,16.2,0.3,-0.92,True,False,False
19,0,6,6,6,13.166666666666666,0,0,6,8,6,12.428571428571429,0,16.2,0.3,-0.92,False,False,True
20,0,8,8,7,12.791428571428572,1,0,8,8,7,12.791428571428572,1,10.8,1.4,1.74,False,False,True
19,0,6,8,4,10.75,0,0,6,11,5,11.5,0,15.5,2.8,-4.06,False,False,True
40,0,6,13,2,10.0,0,0,6,10,1,15.0,0,16.2,0.3,-0.92,True,False,False
18,0,7,0,0,0.0,0,0,8,0,0,0.0,0,16.2,0.3,-0.92,True,False,False
21,0,5,10,0,0.0,1,0,5,9,2,13.5,0,7.6,2.6,0.32,True,False,False
37,1,7,9,6,11.857142857142858,0,1,6,7,5,12.0,0,13.9,-0.3,0.79,False,False,True
33,0,5,6,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,True,False,False
20,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,False,True,False
20,0,5,7,4,11.75,0,0,5,5,5,13.4,0,7.6,2.6,0.32,False,False,True
18,0,6,6,6,12.166666666666666,0,0,6,7,6,12.142857142857142,0,15.5,2.8,-4.06,False,False,True
26,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,True,False,False
30,0,5,7,5,11.0,0,0,5,5,5,11.6,0,7.6,2.6,0.32,False,False,True
20,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,False,True,False
19,0,6,11,3,11.0,0,0,6,9,4,11.25,0,10.8,1.4,1.74,False,False,True
18,0,6,6,6,12.666666666666666,0,0,6,6,6,11.833333333333334,0,12.7,3.7,-1.7,True,False,False
24,0,7,18,0,0.0,0,0,7,13,0,0.0,1,11.1,0.6,2.02,True,False,False
20,0,5,10,2,11.5,0,0,5,8,3,10.0,0,11.1,0.6,2.02,False,True,False
25,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,True,False,False
18,0,8,8,8,14.935,0,0,8,8,8,14.935,0,9.4,-0.8,-3.12,False,False,True
20,0,6,6,6,11.0,0,0,6,8,4,12.75,0,9.4,-0.8,-3.12,False,False,True
20,8,14,15,12,10.923076923076923,0,7,13,14,11,12.181818181818182,0,11.1,0.6,2.02,False,False,True
19,0,8,8,7,14.232857142857142,0,0,8,8,7,14.232857142857142,0,10.8,1.4,1.74,False,False,True
19,0,8,10,6,13.78,1,0,8,10,6,13.78,1,9.4,-0.8,-3.12,True,False,False
18,0,6,10,6,12.571428571428571,0,0,6,11,6,12.571428571428571,0,10.8,1.4,1.74,False,True,False
32,0,5,8,1,14.0,2,0,5,12,0,0.0,4,10.8,1.4,1.74,True,False,False
18,0,7,9,7,14.711111111111112,0,0,8,9,8,14.627777777777778,0,15.5,2.8,-4.06,False,False,True
20,0,6,6,6,13.833333333333334,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,False,False,True
19,0,7,8,7,13.198571428571428,0,0,8,8,8,13.0625,0,11.1,0.6,2.02,False,False,True
18,0,6,7,6,12.333333333333334,0,0,6,10,5,10.8,4,16.2,0.3,-0.92,False,True,False
46,0,6,13,3,12.333333333333334,0,0,6,6,6,13.333333333333334,0,11.1,0.6,2.02,False,False,True
20,1,6,9,5,13.4,1,0,6,9,6,12.375,0,13.9,-0.3,0.79,False,False,True
19,0,6,10,6,12.0,0,0,6,12,4,11.0,0,12.7,3.7,-1.7,False,False,True
18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,True,False,False
19,0,6,6,6,13.5,0,0,6,8,5,12.8,0,12.7,3.7,-1.7,True,False,False
27,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,True,False,False
21,0,6,7,6,13.5,0,0,6,6,3,15.333333333333334,0,8.9,1.4,3.51,True,False,False
19,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,True,False,False
24,6,10,16,10,12.5,0,2,7,9,4,12.6,0,16.2,0.3,-0.92,False,False,True
28,0,6,8,6,14.428571428571429,0,0,6,12,4,15.6,0,11.1,0.6,2.02,False,True,False
20,6,11,11,11,12.818181818181818,0,6,11,11,11,13.545454545454543,0,12.4,0.5,1.79,False,False,True
27,0,5,5,2,10.5,0,0,5,5,0,0.0,0,7.6,2.6,0.32,True,False,False
18,0,7,7,7,13.857142857142858,0,0,8,8,8,14.9,0,13.9,-0.3,0.79,False,False,True
18,0,7,8,7,13.56875,0,0,8,8,8,14.02625,0,15.5,2.8,-4.06,False,False,True
28,2,8,15,7,11.0,0,0,6,17,1,10.0,0,10.8,1.4,1.74,False,True,False
22,0,8,9,8,12.55375,1,0,8,9,8,12.55375,1,9.4,-0.8,-3.12,False,False,True
19,0,7,10,6,11.614285714285714,0,0,8,8,8,14.0375,0,13.9,-0.3,0.79,False,False,True
18,0,7,8,5,12.86,0,0,7,8,5,12.86,0,7.6,2.6,0.32,False,True,False
36,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,True,False,False
29,0,5,5,5,15.2,0,0,5,5,5,15.2,0,11.1,0.6,2.02,False,False,True
19,0,6,10,6,13.0,0,0,6,19,5,13.0,0,12.4,0.5,1.79,False,False,True
36,0,7,12,4,11.5,0,0,7,14,3,12.333333333333334,0,16.2,0.3,-0.92,True,False,False
28,0,5,7,3,11.666666666666666,0,0,5,8,2,11.5,1,7.6,2.6,0.32,True,False,False
20,0,6,14,5,11.714285714285714,0,0,6,15,5,12.0,0,16.2,0.3,-0.92,False,False,True
41,0,5,14,4,14.5,1,0,5,12,5,13.0,0,9.4,-0.8,-3.12,False,True,False
29,0,3,3,0,0.0,3,0,5,0,0,0.0,0,10.8,1.4,1.74,True,False,False
40,1,5,6,4,10.25,0,3,8,18,5,11.2,5,15.5,2.8,-4.06,True,False,False
19,0,7,7,6,11.966666666666669,0,0,7,7,6,11.966666666666669,0,7.6,2.6,0.32,False,False,True
18,0,6,6,6,13.0,0,0,6,6,6,13.0,0,13.9,-0.3,0.79,True,False,False
33,5,10,14,9,12.416666666666666,0,5,9,14,7,13.0,0,10.8,1.4,1.74,False,False,True
29,0,5,10,5,13.571428571428571,0,0,5,14,5,12.333333333333334,3,16.2,0.3,-0.92,False,False,True
20,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,False,True,False
21,0,5,7,4,11.5,0,0,5,6,4,11.75,0,9.4,-0.8,-3.12,False,False,True
47,0,6,8,5,11.4,0,0,6,10,6,11.666666666666666,0,12.7,3.7,-1.7,True,False,False
47,0,7,7,0,0.0,7,0,8,8,0,0.0,8,15.5,2.8,-4.06,True,False,False
18,0,6,6,6,12.833333333333334,0,0,6,6,6,13.333333333333334,0,9.4,-0.8,-3.12,False,False,True
20,6,7,13,7,12.375,0,4,7,8,4,11.25,0,13.9,-0.3,0.79,True,False,False
20,0,6,6,6,12.5,0,0,6,7,5,11.8,0,10.8,1.4,1.74,False,False,True
18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,False,True,False
26,8,9,11,9,12.333333333333334,0,4,7,7,7,12.571428571428571,0,12.4,0.5,1.79,False,False,True
32,0,5,5,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,True,False,False
21,6,12,12,12,15.333333333333334,0,4,11,15,11,15.0,0,8.9,1.4,3.51,False,False,True
22,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,False,False,True
18,0,8,8,7,13.1,0,0,8,8,7,13.1,0,12.7,3.7,-1.7,False,False,True
18,0,5,5,5,12.6,0,0,5,7,5,11.6,0,7.6,2.6,0.32,False,False,True
41,0,5,9,4,10.75,0,0,5,7,2,10.0,0,9.4,-0.8,-3.12,True,False,False
34,8,10,11,10,12.2,0,5,10,12,9,12.333333333333334,0,7.6,2.6,0.32,False,False,True
21,1,6,8,6,12.5,0,0,6,11,3,13.333333333333334,0,13.9,-0.3,0.79,True,False,False
19,0,6,6,6,13.0,0,0,6,8,5,13.4,0,8.9,1.4,3.51,False,False,True
28,0,6,14,6,14.875,0,0,6,12,6,15.8,0,16.2,0.3,-0.92,False,False,True
21,0,5,8,3,12.0,1,0,5,9,3,12.666666666666666,0,9.4,-0.8,-3.12,False,True,False
18,0,6,12,4,11.5,0,0,6,10,5,12.6,0,10.8,1.4,1.74,False,False,True
20,0,7,14,1,13.0,0,0,7,15,0,0.0,0,11.1,0.6,2.02,True,False,False
18,0,5,6,4,12.25,0,0,5,5,5,12.2,0,9.4,-0.8,-3.12,True,False,False
21,0,5,12,3,12.0,0,0,5,12,1,15.0,3,16.2,0.3,-0.92,True,False,False
22,0,6,6,6,12.666666666666666,0,0,6,6,6,13.833333333333334,0,10.8,1.4,1.74,True,False,False
31,0,7,21,5,10.9,3,0,8,21,3,11.7,1,12.7,3.7,-1.7,True,False,False
34,1,6,10,6,14.333333333333334,0,0,6,9,6,12.833333333333334,0,11.1,0.6,2.02,False,True,False
25,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,True,False,False
18,0,7,7,6,13.033333333333331,0,0,7,7,6,13.033333333333331,0,7.6,2.6,0.32,False,False,True
20,0,7,7,7,13.785714285714286,0,0,8,8,8,14.1,0,12.4,0.5,1.79,False,False,True
19,0,5,6,5,12.4,0,0,5,5,5,12.8,0,7.6,2.6,0.32,False,False,True
18,0,7,7,7,15.957142857142856,0,0,8,9,8,15.188888888888888,0,16.2,0.3,-0.92,False,False,True
19,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,True,False,False
20,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,True,False,False
28,0,7,12,4,13.375,0,0,7,7,5,13.5,0,13.9,-0.3,0.79,False,True,False
19,0,6,8,6,13.0,0,0,6,9,4,12.8,0,13.9,-0.3,0.79,False,False,True
19,0,5,8,5,12.6,0,0,5,9,4,11.6,0,8.9,1.4,3.51,False,False,True
43,0,6,8,5,11.0,0,0,6,9,5,13.0,0,12.4,0.5,1.79,False,False,True
33,0,5,7,4,13.5,0,0,5,6,5,11.6,0,7.6,2.6,0.32,False,False,True
24,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,True,False,False
19,0,6,6,6,13.833333333333334,0,0,6,8,6,13.125,0,10.8,1.4,1.74,False,False,True
55,0,5,10,1,10.0,0,0,5,8,2,12.0,2,16.2,0.3,-0.92,True,False,False
31,1,6,11,2,12.0,1,1,6,12,1,10.0,1,16.2,0.3,-0.92,True,False,False
24,0,6,9,4,15.75,0,0,6,10,5,16.4,0,9.4,-0.8,-3.12,False,True,False
39,0,3,7,1,14.0,0,0,2,4,0,0.0,0,11.1,0.6,2.02,True,False,False
20,1,5,8,2,11.5,0,1,5,13,2,11.5,0,12.7,3.7,-1.7,True,False,False
20,0,6,7,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,True,False,False
18,0,6,16,5,13.8,0,0,6,7,5,12.4,0,13.9,-0.3,0.79,False,True,False
19,0,5,7,5,13.6,0,0,5,6,5,12.2,0,8.9,1.4,3.51,False,False,True
19,0,5,5,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,True,False,False
29,1,5,9,3,11.0,0,0,5,11,2,13.5,0,12.7,3.7,-1.7,True,False,False
34,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,False,True,False
